City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
166,shantobe,52.4581,68.1839,-34.43,98,91,3.21,KZ,1702260825
167,waspan,14.7419,-83.9717,22.91,99,50,1.48,NI,1702260826
168,chadron,42.8294,-102.9999,1.59,59,40,2.06,US,1702260697
169,new norfolk,-42.7826,147.0587,23.17,23,13,1.43,AU,1702260676
170,kisangani,0.5167,25.2,20.35,99,100,0.52,CD,1702260828
171,kavieng,-2.5744,150.7967,28.42,79,27,4.77,PG,1702260828
172,fedorovskiy,45.0972,40.9517,4.82,83,100,5.91,RU,1702260829
173,jolo,6.05,121.0167,30.01,66,100,0.55,PH,1702260829
174,uturoa,-16.7333,-151.4333,27.01,80,23,10.18,PF,1702260830
175,olonkinbyen,70.9221,-8.7187,-3.24,64,100,4.28,SJ,1702260830
176,afaahiti,-17.75,-149.2833,29.93,81,73,11.25,PF,1702260830
177,ust-nera,64.5667,143.2,-20.45,98,100,3.98,RU,1702260726
178,tuy hoa,13.0833,109.3,26.12,76,49,0.77,VN,1702260627
179,southside,33.9245,-86.0225,6.06,70,0,2.06,US,1702260833
180,el porvenir,13.7617,-87.3458,25.63,69,78,2.91,HN,1702260833
181,igra,57.5558,53.0547,-25.36,97,100,2.69,RU,1702260834
182,iwanai,42.9744,140.5089,-1.9,62,100,6.02,JP,1702260835
183,vorgashor,67.5833,63.95,-25.0,100,100,3.82,RU,1702260835
184,cabo san lucas,22.8909,-109.9124,25.98,58,0,2.06,MX,1702260835
185,avarua,-21.2078,-159.775,25.03,88,100,12.35,CK,1702260836
186,los llanos de aridane,28.6585,-17.9182,18.96,42,0,4.02,ES,1702260836
187,lazaro cardenas,17.9583,-102.2,26.36,70,100,0.9,MX,1702260837
188,carnarvon,-24.8667,113.6333,30.77,25,0,7.96,AU,1702260837
189,tekeli,44.83,78.8239,-5.12,93,100,2.5,KZ,1702260838
190,reuleuet,5.2167,96.2833,28.36,74,50,0.16,ID,1702260838
191,ola,59.5833,151.2833,-3.25,80,100,8.69,RU,1702260839
192,weno,7.4515,151.8468,30.97,70,100,3.6,FM,1702260840
193,armacao de buzios,-22.7469,-41.8817,22.49,82,100,4.18,BR,1702260840
194,chonchi,-42.6128,-73.8092,11.73,96,96,1.24,CL,1702260637
195,tha khanon,9.0302,98.9529,27.24,82,16,1.5,TH,1702260841
196,maceio,-9.6658,-35.7353,23.69,100,0,1.54,BR,1702260732
197,mbandaka,0.0487,18.2603,22.17,95,95,0.94,CD,1702260842
198,isabela,6.7085,121.9711,30.12,64,81,1.41,PH,1702260594
199,tomaszow lubelski,50.4477,23.4162,0.45,92,91,4.78,PL,1702260843
200,kyabe,9.4515,18.9449,23.02,21,99,2.81,TD,1702260843
201,sitka,57.0531,-135.33,2.94,75,75,3.6,US,1702260606
202,padang,-0.9492,100.3543,29.03,76,22,0.74,ID,1702260845
203,kapa'a,22.0752,-159.319,27.18,78,20,4.63,US,1702260693
204,lisala,2.15,21.5167,22.26,85,93,0.18,CD,1702260846
205,hasaki,35.7333,140.8333,17.38,65,83,1.11,JP,1702260847
206,klyuchi,52.2667,79.1667,-21.87,89,16,2.86,RU,1702260847
207,kristiansund,63.1115,7.732,0.36,74,20,1.54,NO,1702260579
208,dhidhdhoo,6.8833,73.1,28.36,77,100,4.54,MV,1702260848
209,touros,-5.1989,-35.4608,26.28,69,51,4.09,BR,1702260655
210,dabrowa bialostocka,53.6536,23.3479,-1.02,97,100,5.2,PL,1702260849
211,ancud,-41.8697,-73.8203,11.88,89,100,1.36,CL,1702260850
212,east london,-33.0153,27.9116,16.28,76,99,2.0,ZA,1702260850
213,limon,10.0,-83.0333,25.59,86,7,0.87,CR,1702260851
214,shingu,33.7333,135.9833,16.5,79,100,1.87,JP,1702260560
215,bulgan,48.8125,103.5347,-21.34,95,100,0.72,MN,1702260852
216,pancas,-19.225,-40.8514,20.98,94,5,1.04,BR,1702260853
217,kurtamysh,54.9103,64.4319,-29.13,96,17,3.58,RU,1702260853
218,bueng kan,18.363,103.6519,29.95,61,4,1.08,TH,1702260854
219,port elizabeth,-33.918,25.5701,15.05,92,0,1.03,ZA,1702260854
220,dudinka,69.4058,86.1778,-26.88,97,100,5.36,RU,1702260855
221,tsiombe,-25.3,45.4833,23.61,86,95,1.14,MG,1702260767
222,kourou,5.1552,-52.6478,26.03,90,73,2.76,GF,1702260855
223,labrador city,52.9463,-66.9114,0.25,98,100,4.52,CA,1702260610
224,chiroqchi,39.0336,66.5722,8.75,34,100,1.13,UZ,1702260856
225,northam,51.0333,-4.2167,12.03,86,63,10.64,GB,1702260857
226,vernon,50.2581,-119.2691,4.61,90,100,2.06,CA,1702260857
227,luau,-10.7073,22.2247,17.78,98,100,1.11,AO,1702260858
228,wailua homesteads,22.0669,-159.378,26.44,80,20,4.63,US,1702260858
229,igarka,67.4667,86.5833,-29.59,98,100,2.7,RU,1702260859
230,mahdia,35.5047,11.0622,12.97,72,2,5.55,TN,1702260859
231,viedma,-40.8135,-62.9967,20.59,46,100,9.59,AR,1702260860
232,chemodanovka,53.2316,45.2474,-14.53,81,100,4.02,RU,1702260861
233,kaiapoi,-43.3783,172.6401,23.72,49,5,9.26,NZ,1702260861
234,vorkuta,67.5,64.0,-25.03,100,100,3.68,RU,1702260861
235,taroa,8.7058,171.2275,27.68,76,71,9.36,MH,1702260862
236,udachny,66.4167,112.4,-25.89,96,100,5.25,RU,1702260862
237,keflavik,64.0049,-22.5624,2.24,87,75,3.6,IS,1702260863
238,margate,51.3813,1.3862,11.61,74,80,6.71,GB,1702260863
239,rock springs,41.5875,-109.2029,-0.31,59,75,6.69,US,1702260647
240,port lincoln,-34.7333,135.8667,17.38,91,100,5.99,AU,1702260864
241,sesheke,-17.4759,24.2968,20.4,90,100,2.84,ZM,1702260865
242,porto novo,6.4965,2.6036,27.9,84,0,1.33,BJ,1702260865
243,lata,40.1629,-8.3327,15.04,92,67,1.92,PT,1702260866
244,lajere,11.9797,11.4443,17.42,30,65,4.4,NG,1702260866
245,zaozersk,69.4005,32.4476,-15.84,93,67,6.13,RU,1702260664
246,ust'-ilimsk,58.0006,102.6619,-35.31,100,35,0.45,RU,1702260867
247,rajgarh,28.6333,75.3833,14.03,30,0,1.83,IN,1702260867
248,nuku'alofa,-21.1333,-175.2,28.19,57,40,3.09,TO,1702260868
249,ponferrada,42.5466,-6.5962,13.23,90,100,1.34,ES,1702260868
250,puerto lempira,15.2667,-83.7667,25.36,92,33,4.23,HN,1702260869
251,queenstown,-31.8976,26.8753,11.34,91,100,1.03,ZA,1702260869
252,mount isa,-20.7333,139.5,29.87,37,7,5.66,AU,1702260775
253,kutum,14.2,24.6667,19.5,17,100,4.8,SD,1702260658
254,woolgoolga,-30.1106,153.2007,25.93,58,0,6.06,AU,1702260871
255,socorro,31.6546,-106.3033,7.88,24,0,1.54,US,1702260871
256,revda,56.801,59.9303,-35.04,100,71,1.24,RU,1702260872
257,ribas do rio pardo,-20.4431,-53.7592,21.87,89,100,1.46,BR,1702260873
258,abu zabad,12.35,29.25,22.15,15,100,3.9,SD,1702260873
259,susuman,62.7833,148.1667,-24.45,99,93,2.24,RU,1702260874
260,bel ombre,-4.6167,55.4167,27.91,83,20,2.57,SC,1702260874
261,usogorsk,63.4106,48.6872,-20.74,93,100,4.51,RU,1702260875
262,rodriguez,14.7314,121.1417,31.09,71,92,1.98,PH,1702260646
263,nova vicosa,-17.8919,-39.3719,24.51,84,4,2.34,BR,1702260876
264,bocaiuva,-17.1078,-43.815,24.84,65,11,4.34,BR,1702260877
265,rabaul,-4.1967,152.1721,25.38,88,100,0.34,PG,1702260877
266,papao,-17.75,-149.55,30.82,82,47,12.52,PF,1702260878
267,pokhara,28.2333,83.9833,13.14,50,4,1.16,NP,1702260878
268,monrovia,6.3005,-10.7969,24.87,82,71,2.61,LR,1702260742
269,huarmey,-10.0681,-78.1522,20.43,84,99,4.38,PE,1702260590
270,bubaque,11.2833,-15.8333,28.14,62,99,4.38,GW,1702260880
271,vilhena,-12.7406,-60.1458,21.17,96,100,2.86,BR,1702260610
272,colares,38.7992,-9.4469,16.29,96,8,4.02,PT,1702260881
273,nemuro,43.3236,145.575,0.43,47,28,5.3,JP,1702260881
274,praia da vitoria,38.7333,-27.0667,17.64,77,20,6.02,PT,1702260882
275,barra de santo antonio,-9.4047,-35.5072,23.6,81,0,3.55,BR,1702260694
276,el nido,11.1858,119.3956,28.97,73,98,6.31,PH,1702260883
277,khamis mushait,18.3064,42.7292,8.58,46,0,0.0,SA,1702260883
278,nar'yan-mar,67.6713,53.087,-22.72,91,100,4.92,RU,1702260883
279,vadso,70.0744,29.7487,-10.91,92,75,10.8,NO,1702260884
280,saki,8.6667,3.3833,22.12,22,88,1.28,NG,1702260884
281,itapuranga,-15.5622,-49.9486,26.44,51,100,1.72,BR,1702260885
282,sorbolo,44.8482,10.4477,8.46,99,82,1.23,IT,1702260885
283,semirara,12.0697,121.3986,27.52,76,98,8.88,PH,1702260886
284,les cayes,18.2,-73.75,25.8,86,94,3.18,HT,1702260886
285,bojnurd,37.4747,57.329,0.97,80,20,1.03,IR,1702260863
286,coahuayana de hidalgo,18.7,-103.6583,26.07,68,100,0.95,MX,1702260887
287,malysheva,57.1185,61.4035,-33.13,98,7,2.1,RU,1702260887
288,lihue,21.9789,-159.3672,26.77,77,20,4.63,US,1702260590
289,gereida,11.2811,25.1414,23.15,18,100,3.27,SD,1702260888
290,anadyr,64.75,177.4833,-26.67,82,20,6.0,RU,1702260888
291,bowen,-20.0167,148.2333,23.96,83,100,10.43,AU,1702260889
292,mossel bay,-34.1831,22.146,16.82,81,3,2.0,ZA,1702260889
293,kudahuvadhoo,2.6708,72.8944,28.26,74,95,3.57,MV,1702260890
294,polyarnyy,69.1989,33.4478,-13.38,90,81,7.05,RU,1702260890
295,lerwick,60.1545,-1.1494,7.0,77,100,5.01,GB,1702260593
296,guerrero negro,27.9769,-114.0611,19.14,45,0,2.82,MX,1702260891
297,hafar al-batin,28.4328,45.9708,16.32,36,0,0.0,SA,1702260892
298,miyako,39.6367,141.9525,8.17,50,88,0.66,JP,1702260862
299,dunedin,-45.8742,170.5036,16.95,58,33,3.33,NZ,1702260812
300,sisimiut,66.9395,-53.6735,-4.17,86,100,5.23,GL,1702260853
301,omutinskiy,56.4745,67.6709,-33.1,98,76,3.57,RU,1702260893
302,ulysses,37.5814,-101.3552,2.42,48,0,1.54,US,1702260707
303,acapulco de juarez,16.8634,-99.8901,27.9,83,100,2.06,MX,1702260850
304,flin flon,54.7682,-101.865,-9.18,91,100,3.42,CA,1702260894
305,gadzhiyevo,69.2551,33.3362,-14.21,92,86,6.83,RU,1702260895
306,zhanjiang,21.2815,110.3427,26.63,67,0,4.11,CN,1702260895
307,merizo village,13.2658,144.6691,31.31,83,100,6.53,GU,1702260896
308,broken hill,-31.95,141.4333,34.49,24,99,8.22,AU,1702260896
309,twin falls,42.3505,-114.6445,1.63,75,100,2.06,US,1702260897
310,shimoda,34.6667,138.95,16.2,62,62,3.46,JP,1702260897
311,mancio lima,-7.6142,-72.8958,25.63,83,97,0.76,BR,1702260898
312,bismarck,46.8083,-100.7837,-2.88,92,0,3.6,US,1702260808
313,shahrinav,38.5709,68.335,3.55,34,100,2.63,TJ,1702260898
314,karema,-6.8205,30.4389,21.33,91,100,1.53,TZ,1702260899
315,isangel,-19.55,169.2667,28.06,65,75,5.14,VU,1702260607
316,farmville,37.3021,-78.3919,17.32,97,100,0.0,US,1702260900
317,sotouboua,8.5667,0.9833,23.31,25,2,0.76,TG,1702260900
318,kroya,-7.6331,109.2461,28.19,71,63,3.06,ID,1702260901
319,freetown,8.484,-13.2299,26.34,79,61,1.86,SL,1702260901
320,mariental,-24.6333,17.9667,19.09,21,0,4.12,NA,1702260902
321,kerikeri,-35.2268,173.9474,20.65,59,100,2.19,NZ,1702260903
322,stanley,54.868,-1.6985,5.71,93,100,5.37,GB,1702260904
323,awjilah,29.1081,21.2869,12.94,71,0,3.83,LY,1702260905
324,moussoro,13.6408,16.4901,18.79,25,50,5.28,TD,1702260907
325,cooper's town,26.8667,-77.5167,24.63,86,65,9.75,BS,1702260908
326,badger,64.8,-147.5333,-16.77,74,0,0.0,US,1702260908
327,patterson,37.4716,-121.1297,11.55,72,100,2.39,US,1702260909
328,barda,40.3744,47.1267,9.4,71,0,1.34,AZ,1702260909
329,kouvola,60.8667,26.7,-8.56,92,100,4.63,FI,1702260910
330,st. john's,47.5649,-52.7093,-0.18,93,75,6.69,CA,1702260688
331,sola,-13.8833,167.55,26.29,71,100,9.88,VU,1702260912
332,mayahi,13.9553,7.6712,16.94,28,2,6.8,NE,1702260912
333,geneina,13.45,22.45,18.79,17,100,3.23,SD,1702260668
334,shalqar,47.8333,59.6,-16.92,62,1,8.5,KZ,1702260913
335,hithadhoo,-0.6,73.0833,27.8,76,99,1.76,MV,1702260914
336,krasnovishersk,60.4078,57.082,-31.74,100,78,1.09,RU,1702260914
337,malangawa,26.8568,85.5581,15.45,52,0,0.72,NP,1702260915
338,georgetown,5.4112,100.3354,29.96,74,20,3.09,MY,1702260908
339,borogontsy,62.6683,131.1683,-30.8,94,100,3.26,RU,1702260916
340,quzhou,28.9594,118.8686,16.86,92,98,0.14,CN,1702260617
341,abhar,36.1468,49.218,5.11,58,58,3.16,IR,1702260917
342,ishigaki,24.3448,124.1572,28.07,74,75,4.12,JP,1702260917
343,usinsk,65.9939,57.5281,-28.85,100,100,0.45,RU,1702260918
344,birobidzhan,48.8,132.95,-22.88,69,1,4.91,RU,1702260918
345,syktyvkar,61.6764,50.8099,-20.61,83,0,0.0,RU,1702260919
346,chissamba,-12.1667,17.3333,16.84,94,100,0.31,AO,1702260920
347,kez,57.8979,53.7152,-26.55,98,100,2.8,RU,1702260920
348,azadshahr,34.7909,48.5707,-0.73,64,0,1.03,IR,1702260921
349,kintinku,-5.8833,35.2333,21.38,86,93,0.84,TZ,1702260921
350,sinabang,2.4803,96.3801,26.18,84,100,1.54,ID,1702260924
351,viet tri,21.3019,105.4308,24.97,85,100,1.52,VN,1702260929
352,touba,8.2833,-7.6833,21.64,28,17,0.8,CI,1702260931
353,nizhnesortymskiy,62.4397,71.7603,-39.36,100,40,0.91,RU,1702260932
354,qom,34.6401,50.8764,11.99,34,100,3.07,IR,1702260936
355,marsabit,2.3284,37.9899,19.46,67,90,3.97,KE,1702260938
356,sassnitz,54.5167,13.65,5.45,95,100,5.27,DE,1702260691
357,bertrix,49.856,5.2554,9.26,89,100,6.45,BE,1702260939
358,aykhal,66.0,111.5,-27.04,98,100,2.41,RU,1702260939
359,pisco,-13.7,-76.2167,20.03,77,0,6.69,PE,1702260899
360,hiriyur,13.9456,76.6192,22.72,76,100,3.41,IN,1702260940
361,tarawa,1.419,172.984,29.05,84,75,2.06,KI,1702260941
362,akureyri,65.6835,-18.0878,-11.04,92,0,1.54,IS,1702260941
363,aasiaat,68.7098,-52.8699,-3.24,89,100,5.8,GL,1702260942
364,belmonte,-15.8631,-38.8828,24.61,86,0,2.76,BR,1702260944
365,taltal,-25.4,-70.4833,16.81,84,81,0.85,CL,1702260945
366,santa isabel,-23.3156,-46.2214,19.61,99,100,2.22,BR,1702260945
367,rawson,-43.3002,-65.1023,20.39,43,93,11.86,AR,1702260724
368,ouesso,1.6136,16.0517,23.55,87,100,0.55,CG,1702260946
369,paita,-5.0892,-81.1144,21.45,79,3,6.49,PE,1702260947
370,tambopata,-12.7333,-69.1833,22.49,97,99,1.36,PE,1702260947
371,itaituba,-4.2761,-55.9836,24.37,95,98,0.09,BR,1702260948
372,hovd,48.0056,91.6419,-17.38,84,59,0.74,MN,1702260948
373,tindouf,27.6711,-8.1474,15.83,29,100,4.34,DZ,1702260949
374,caleta de carquin,-11.0925,-77.6267,20.18,85,100,4.56,PE,1702260949
375,colonia,50.9333,6.95,11.57,76,40,5.66,DE,1702260845
376,kapuskasing,49.4169,-82.4331,-6.95,93,100,3.09,CA,1702260950
377,prado,-17.3411,-39.2208,23.53,88,0,0.24,BR,1702260950
378,champerico,14.3,-91.9167,27.16,76,16,2.47,GT,1702260762
379,bonthe,7.5264,-12.505,26.4,81,51,2.3,SL,1702260951
380,la passe,45.5549,-0.8967,15.13,83,100,11.08,FR,1702260952
381,gassol,8.5333,10.4667,21.5,21,1,2.56,NG,1702260952
382,arkhangel'sk,64.5401,40.5433,-15.94,77,75,6.0,RU,1702260953
383,mezhdurechenskiy,59.6,65.9333,-34.29,99,8,1.61,RU,1702260953
384,shiyan,32.6475,110.7781,3.55,93,100,1.57,CN,1702260954
385,irymple,-34.25,142.1667,36.16,34,100,0.89,AU,1702260954
386,sorong,-0.8833,131.25,28.72,71,82,2.2,ID,1702260955
387,qashar,53.3906,62.9297,-31.12,93,74,5.3,KZ,1702260955
388,sur,22.5667,59.5289,21.88,54,23,1.1,OM,1702260955
389,severo-yeniseyskiy,60.3725,93.0408,-38.57,100,100,0.45,RU,1702260956
390,charters towers,-20.1,146.2667,24.71,62,100,6.81,AU,1702260957
391,newman,37.3138,-121.0208,11.83,48,100,0.45,US,1702260958
392,quellon,-43.1167,-73.6167,11.19,92,96,1.47,CL,1702260677
393,shihezi,44.3,86.0333,-5.37,75,100,0.86,CN,1702260959
394,hadibu,12.65,54.0333,24.25,71,22,5.25,YE,1702260959
395,ladybrand,-29.1945,27.4574,13.75,85,100,2.17,ZA,1702260959
396,mili,6.0815,171.735,27.45,84,100,7.76,MH,1702260960
397,belinskiy,52.9647,43.4165,-11.16,85,100,6.18,RU,1702260960
398,ad-damazin,11.7891,34.3592,25.08,28,41,2.46,SD,1702260961
399,aljezur,37.3191,-8.8033,14.91,88,0,1.57,PT,1702260722
400,n'zeto,-7.2312,12.8666,26.54,82,100,3.32,AO,1702260962
